,Date,Headline,Alternate Headline,Link
14,2020-02-04,"
					 					 Nirma in talks with Apollo Global Management, Bain for Emami Cement bid					 ","Nuvoco is among the bidders for Emami Cement, which has picked Arpwood Capital and Credit Suisse Group AG to manage the sale of the unit as Bloomberg News previously reported",https://www.business-standard.com/article/companies/nirma-in-talks-with-apollo-global-management-bain-for-emami-cement-bid-120020301600_1.html
15,2020-02-04,"
					 					 NTPC raises Asia's largest Japanese yen loan of $750 million					 ",The proceeds from the latest JPY loan would be used in to fund capital expenditure for installation of FGD systems at its existing units,https://www.business-standard.com/article/companies/ntpc-raises-asia-s-largest-japanese-yen-loan-worth-750-million-120020301341_1.html
16,2020-02-04,"
					 					 D1/D3 gas field in Reliance's KG-D6 block shuts down: Report					 ","While at the peak, it was India's biggest gas field, in the last quarter D1/D3 produced an average of just 1.5 mmscmd",https://www.business-standard.com/article/companies/d1-d3-gas-field-in-ril-s-kg-d6-block-ceases-to-produce-field-shuts-down-120020301275_1.html
17,2020-02-04,"
					 					 SA firm seeks govt help to sell 10% stake in Mumbai International Airport					 ","Earlier, Bidvest had sought permission to offload 13.5% in Mumbai airport to Adani Enterprises",https://www.business-standard.com/article/companies/sa-firm-seeks-govt-help-to-sell-10-stake-in-mumbai-international-airport-120020301266_1.html
18,2020-02-04,"
					 					 Kinetic Green to raise $35 million to fund Rs 200 crore investment plan					 ",Company to roll out electric golf carts for Tonino Lamborghini,https://www.business-standard.com/article/companies/kinetic-green-to-raise-35-million-to-fund-rs-200-crore-investment-plan-120020301136_1.html
19,2020-02-04,"
					 					 Sanjeev Agarwal-led MM Group bags McDonald's franchise for North and East					 ","Founded in 1964 as Superior Group of Industries by former Member of Parliament-Rajya Sabha late M M Agrawal, it got its current name after 2006",https://www.business-standard.com/article/companies/sanjeev-agarwal-led-mm-group-bags-mcdonald-s-franchise-for-north-and-east-120020300692_1.html
20,2020-02-04,"
					 					 Budget 2020: In a first, defence gets more for pension, less for salaries					 ",Army planners are increasingly worried about this drain on funds that could otherwise go towards equipment modernisation,https://www.business-standard.com/article/economy-policy/budget-2020-in-a-first-defence-gets-more-for-pension-less-for-salaries-120020301777_1.html
21,2020-02-04,"
					 					 We have reprioritised spending to be more productive: Expenditure Secretary					 ","If you look at the growth target of 10 per cent nominal GDP, what we expect is something like 6-6.5 per cent real GDP growth, and inflation of 3.5-4 per cent",https://www.business-standard.com/article/economy-policy/we-have-reprioritised-spending-to-be-more-productive-expenditure-secretary-120020301750_1.html
22,2020-02-04,"
					 					 RBI governor Shaktikanta Das is Asia Pacific central banker of the year					 ","Nominating Das, the magazine said India's banks have faced a series of challenges, from non-performing loans to issues around fraud",https://www.business-standard.com/article/economy-policy/rbi-governor-shaktikanta-das-is-asia-pacific-central-banker-of-the-year-120020301734_1.html
23,2020-02-04,"
					 					 Stock markets cannot expect the moon every time: CBDT chairman P C Mody					 ",A three per cent rise is definitely achievable,https://www.business-standard.com/article/economy-policy/stock-markets-cannot-expect-the-moon-every-time-cbdt-chairman-p-c-mody-120020301737_1.html
24,2020-02-04,"
					 					 Monetary policy review: RBI likely to maintain its pause on rates					 ","The MPC had sharply revised its CPI inflation forecast for H2FY20 to 5.1-4.7 per cent from 3.5-3.7 per cent, with risks broadly balanced",https://www.business-standard.com/article/economy-policy/monetary-policy-review-rbi-likely-to-maintain-its-pause-on-rates-120020301727_1.html
25,2020-02-04,"
					 					 Manufacturing PMI hits 8-year high of 55.3 in Jan on demand revival					 ",The growth was driven by a sharp rise in new business orders amid a rebound in demand conditions.,https://www.business-standard.com/article/economy-policy/manufacturing-pmi-hits-8-year-high-of-55-3-in-jan-on-demand-revival-120020301704_1.html
26,2020-02-04,"
					 					 Jal Jeevan Mission to add 11.5 million household tap connections by FY21					 ",The scheme is also expected to generate through construction as well operation and maintenance activity undertaken for piped water supply,https://www.business-standard.com/article/economy-policy/jal-jeevan-mission-to-add-11-5-million-household-tap-connections-by-fy21-120020301718_1.html
27,2020-02-04,"
					 					 To boost domestic investment, Sitharaman's Budget focuses on foreign firms					 ","A fiscally-strapped finance ministry was not expected to hand out any major sectoral sops. It has offered, instead, room for larger sector-agnostic investments, in spite of the protectionist character",https://www.business-standard.com/article/economy-policy/to-boost-domestic-investment-sitharaman-s-budget-focuses-on-foreign-firms-120020301624_1.html
28,2020-02-04,"
					 					 Household financial savings dip to 6.5% of GDP despite new RBI methodology					 ","Financial liabilities, on the other hand, had risen sharply after demonetisation after people heavily stashed cash in bank deposits, insurance schemes, and MFs",https://www.business-standard.com/article/economy-policy/household-savings-dip-to-6-5-of-gdp-in-fy19-despite-new-rbi-methodology-120020301450_1.html
29,2020-02-04,"
					 					 From Hyundai to Tata Motors, automakers kick off 2020 on weak note					 ","With no succour provided in the Budget, the pain for companies is likely to continue for the next two quarters",https://www.business-standard.com/article/economy-policy/no-new-year-cheer-for-auto-firms-sales-fall-sharply-amid-sagging-economy-120020301452_1.html
30,2020-02-04,"
					 					 Why buyers of Air India, BPCL may not get free hand to shed excess staff					 ","The government will build in certain protection to employees in the share sale agreement, DIPAM Secretary Tuhin Kanta Pandey said",https://www.business-standard.com/article/pti-stories/buyers-of-air-india-bpcl-not-to-get-free-hand-to-shed-excess-staff-dipam-secretary-120020301072_1.html
31,2020-02-04,"
					 					 Incomplete disclosure					 ",Going Public has six sections and 19 chapters but is broadly structured in two parts,https://www.business-standard.com/article/beyond-business/incomplete-disclosure-120020400047_1.html
32,2020-02-04,"
					 					 The rise (and rise) of the family office					 ",Unicorns are toppling older industrialists who have got quashed under debt and distracted diversifications,https://www.business-standard.com/article/opinion/the-rise-and-rise-of-the-family-office-120020400044_1.html
33,2020-02-04,"
					 					 Defence spending in austere times					 ",The unusually low 5 per cent increase in allocation in the Budget calls for unorthodox solutions to fund the military,https://www.business-standard.com/article/opinion/defence-spending-in-austere-times-120020400042_1.html
34,2020-02-04,"
					 					 The protectionism path					 ",Budget continues the backward slide on trade,https://www.business-standard.com/article/opinion/the-protectionism-path-120020400040_1.html
35,2020-02-04,"
					 					 Towards transparency					 ",Disclosure of extra-budgetary borrowings is a prudent move,https://www.business-standard.com/article/opinion/towards-transparency-120020400039_1.html
36,2020-02-04,"
					 					 FM's Budget 2020 speech: Employment outlook remains bleak for FY21					 ",Nothing speaks better than money on the table. The government just reduced its intention to spend on jobs on 2020-21,https://www.business-standard.com/article/opinion/less-money-for-employment-120020301360_1.html
37,2020-02-04,"
					 					 Peacocks, monkeys create a menace for crops in Goa; admin takes steps					 ","In a written response tabled in the Assembly, Sawant also put down the steps taken by the administration to mitigate the damage",https://www.business-standard.com/article/opinion/peacocks-monkeys-create-a-menace-for-crops-in-goa-admin-takes-steps-120020301658_1.html
38,2020-02-04,"
					 					 Letter to BS: Dual taxation regime has complicated matters further					 ","The claim that ""eventually this should lead to a system where people are taxed at the lowest possible rate and are given a simple system"", may turn out to be a mirage.",https://www.business-standard.com/article/opinion/letter-to-bs-dual-taxation-regime-has-complicated-matters-further-120020301652_1.html
39,2020-02-04,"
					 					 Letter to BS: Removal of direct tax exemptions is adding to the burden					 ",The finance minister has provided an alternative route of adhering to the existing tax rates to retain the benefit of tax deductions and exemptions.,https://www.business-standard.com/article/opinion/letter-to-bs-removal-of-direct-tax-exemptions-is-adding-to-the-burden-120020301642_1.html
40,2020-02-04,"
					 					 Long wait for buyer					 ","Despite not being a minister, here's why I would be wary of touching this ""gold mine""",https://www.business-standard.com/article/opinion/long-wait-for-buyer-120020301605_1.html
41,2020-02-04,"
					 					 Bonds rally as govt keeps borrowing programme limited to Rs 7.1-trn					 ","The government borrows from the market for the buyback, but it is not doing so for the next year",https://www.business-standard.com/article/markets/bonds-rally-as-govt-keeps-borrowing-programme-limited-to-rs-7-1-trn-120020400033_1.html
42,2020-02-04,"
					 					 Govt's 'Make in India' move boosts stocks of consumer durables companies					 ",Industry sources said the policy could be out in a month and offer incentives through tax benefits and easy availability of amenities,https://www.business-standard.com/article/markets/govt-s-make-in-india-move-boosts-stocks-of-consumer-durables-companies-120020400020_1.html
43,2020-02-04,"
					 					 DDT abolished: Nearly 60% high dividend yielding shares end in the red					 ","Foreign institutional investors (FIIs) sold shares worth over Rs 1,200 crore, provisional data provided to the stock exchanges shows",https://www.business-standard.com/article/markets/ddt-abolished-nearly-60-high-dividend-yielding-shares-end-in-the-red-120020400014_1.html
44,2020-02-04,"
					 					 Budget 2020: Not a good time to bottom-fish HFC stocks, says fund manager					 ",New tax regime may compound their growth pangs; shares didn't recover from post-Budget correction,https://www.business-standard.com/article/markets/budget-2020-not-a-good-time-to-bottom-fish-hfc-stocks-says-fund-manager-120020301764_1.html
45,2020-02-04,"
					 					 EaseMyTrip, realty firm Puranik Builders and 2 others get nod for IPO					 ",The companies had filed draft offer documents with the Securities and Exchange Board of India (Sebi) during September-December 2019,https://www.business-standard.com/article/pti-stories/easemytrip-puranik-builders-among-4-cos-to-get-sebi-s-go-ahead-for-ipo-120020301477_1.html
46,2020-02-04,"
					 					 Sebi to tighten open offer norms, proposes 10% interest in case of delay					 ","The market regulator said for share acquisition, bulk deals more transparent than off-market route",https://www.business-standard.com/article/markets/sebi-to-tighten-open-offer-norms-proposes-10-interest-in-case-of-delay-120020301420_1.html
47,2020-02-04,"
					 					 Rupee futures in Gift City IFSC:  Sebi caps position limit at $1 bn					 ","Offshore market or overseas heading in rupee exchange rate market has grown bigger than domestic market, which was worrying the central bank",https://www.business-standard.com/article/markets/rupee-futures-in-gift-city-ifsc-sebi-caps-position-limit-at-1-bn-120020301236_1.html
48,2020-02-04,"
					 					 Businesses pitch for gold import as Budget proposes bullion exchange					 ","The exchange at the international financial services centre (IFSC) will be an additional option for trade for global market participants, says Budget 2020.",https://www.business-standard.com/article/markets/budget-proposes-bullion-exchange-at-gift-city-businesses-seek-clarity-120020300649_1.html
49,2020-02-04,"
					 					 From Morgan Stanley to Motilal Oswal, brokerages disappointed with Budget					 ","Despite a slowing economy, the budget does not envisage any major stimulus through the budgeted fiscal deficit figures, said Goldman Sachs.",https://www.business-standard.com/article/markets/from-morgan-stanley-to-motilal-oswal-brokerages-disappointed-with-budget-120020300694_1.html
50,2020-02-04,"
					 					 'Too radical': Centre likely to implement direct tax code in parts					 ",The new income tax regime is modelled on the task force's recommendations,https://www.business-standard.com/budget/article/too-radical-centre-likely-to-implement-direct-tax-code-in-parts-120020400029_1.html
51,2020-02-04,"
					 					 Budget 2020 has not accounted for telcos' AGR dues: DEA secretary					 ",But receipts from firms stand at a whopping Rs 1.33 trillion for FY21,https://www.business-standard.com/budget/article/budget-2020-has-not-accounted-for-telcos-agr-dues-dea-secretary-120020301781_1.html
52,2020-02-04,"
					 					 Budget's much-needed leg-up for small units: CRISIL SME Tracker					 ","An evaluation of 13,000 MSMEs using the CRISIL Quantix database shows that working capital comprises over half of their need for debt",https://www.business-standard.com/budget/article/budget-s-much-needed-leg-up-for-small-units-crisil-sme-tracker-120020301404_1.html
53,2020-02-04,"
					 					 Post-Budget, growth option becomes more attractive for MF investors					 ","Unlike MF investors, those betting on direct equities may feel the pinch because dividend payout is not under their control",https://www.business-standard.com/article/pf/post-budget-growth-option-becomes-more-attractive-for-mf-investors-120020301517_1.html
54,2020-02-04,"
					 					 Coronavirus outbreak: Back from China, man kept under watch in Miraj					 ","The swab sample of the passenger, who had travelled to the coronavirus-affected China, has been sent to Pune-based National Institute of Virology for analysis",https://www.business-standard.com/article/current-affairs/coronavirus-outbreak-back-from-china-man-kept-under-watch-in-miraj-120020400031_1.html
55,2020-02-04,"
					 					 Rose Valley: ED attaches Rs 70 cr assets of 3 firms; one linked to SRK					 ",Multiple charge sheets have been filed in the courts in Kolkata and Bhubaneswar by the ED in this case,https://www.business-standard.com/article/pti-stories/rose-valley-ed-attaches-rs-70-cr-assets-of-3-firms-including-one-linked-to-srk-120020300722_1.html
56,2020-02-04,"
					 					 Coronavirus fears wipe $393 billion off China's stock market					 ",A nearly 8 per cent plunge on the Shanghai composite index was its biggest daily fall in more than four years,https://www.business-standard.com/article/international/coronavirus-fears-wipe-393-billion-off-china-s-stock-market-120020301782_1.html
57,2020-02-04,"
					 					 BJP serves notice to Anantkumar Hegde, Congress seeks sedition charge					 ","Hegde had questioned the freedom movement led by Gandhi, saying it was an ""adjustment"" with the British, remarks which triggered a huge political row",https://www.business-standard.com/article/pti-stories/bjp-serves-show-cause-notice-to-hegde-as-cong-demands-sedition-case-against-him-120020301522_1.html
58,2020-02-04,"
					 					 '1917' dominates BAFTA 2020 with 7 wins; Phoenix bags best actor award					 ",Both British Academy of Film and Television and Academy of Motion Pictures Arts and Sciences were heavily criticised for the lack of representation and diversity after the nominations were announced,https://www.business-standard.com/article/pti-stories/1917-dominates-baftas-2020-best-actor-winner-joaquin-phoenix-120020300098_1.html
59,2020-02-03,"
					 					 Companies likely to change dividend tax policy after Budget changes					 ",Analysis of S&P BSE 500 companies suggests that promoters of Indian private-sector companies in particular could end up paying at least 20 per cent more as additional tax on the same dividend income,https://www.business-standard.com/budget/article/companies-likely-to-change-dividend-tax-policy-after-budget-changes-120020300041_1.html
60,2020-02-03,"
					 					 Budget 2020: Selling pressure on stock market may continue, say experts					 ","On Saturday, the benchmark indices closed near their day's lows, indicating further selling pressure on the following trading day",https://www.business-standard.com/budget/article/budget-2020-selling-pressure-on-stock-market-may-continue-say-experts-120020300034_1.html
61,2020-02-03,"
					 					 LIC listing may take about a year, says Finance Secretary Rajiv Kumar					 ",Kumar said the idea behind the listing of LIC was to "bring in more transparency and allow the company to share gains with its stakeholders",https://www.business-standard.com/budget/article/lic-listing-may-take-about-a-year-says-finance-secretary-rajiv-kumar-120020300029_1.html
62,2020-02-03,"
					 					 FM Nirmala Sitharaman's Budget goal: Lower rates, simple structure					 ","The FM disagreed with experts who termed the new tax regime complex and unavailing saying it would benefit some taxpayers, if not all",https://www.business-standard.com/budget/article/fm-nirmala-sitharaman-s-budget-goal-lower-rates-simple-structure-120020300028_1.html
63,2020-02-03,"
					 					 Budget 2020: NRI tax to only impact India earnings, govt clarifies					 ","The Union Budget had proposed on Saturday that NRIs have to pay up taxes on global earnings, if they're not paying in any other jurisdiction or country, generating much debate",https://www.business-standard.com/budget/article/budget-2020-nri-tax-to-only-impact-india-earnings-govt-clarifies-120020200916_1.html
64,2020-02-03,"
					 					 WeWork appoints US real estate industry veteran Sandeep Mathrani as CEO					 ",WeWork needed a new leader following the departure of controversial co-founder Adam Neumann.,https://www.business-standard.com/article/companies/wework-appoints-us-real-estate-industry-veteran-sandeep-mathrani-as-ceo-120020200111_1.html
65,2020-02-03,"
					 					 We will see a second wave of privatisation in FY21, says Dipam secy					 ","'We are moving towards privatisation after a long time', said Tuhin Kanta Pandey",https://www.business-standard.com/article/economy-policy/we-will-see-a-second-wave-of-privatisation-in-fy21-says-dipam-secy-120020200975_1.html
66,2020-02-03,"
					 					 Coronavirus: Indian industry may get to fill gap left by Chinese traders					 ","The real impact of trade can be gauged after February 8,  when the Chinese Lunar Year holidays end",https://www.business-standard.com/article/economy-policy/coronavirus-indian-industry-may-get-to-fill-gap-left-by-chinese-traders-120020200957_1.html
67,2020-02-03,"
					 					 Strict provisions across Customs rules to tighten the screws on imports					 ","A string of measures includes specific provisions in rules governing anti-dumping, safeguards, and basic Customs duties.",https://www.business-standard.com/article/economy-policy/strict-measures-across-customs-rules-to-tighten-the-screws-on-imports-120020200805_1.html
68,2020-02-03,"
					 					 Synthetic yarn may get cheaper with anti-dumping duty removal on PTA					 ","While it will improve cost efficiencies in the textile industry, manufacturers of this key raw material may see their margins getting squeezed",https://www.business-standard.com/article/economy-policy/synthetic-yarn-may-get-cheaper-with-anti-dumping-duty-removal-on-pta-120020200610_1.html
69,2020-02-03,"
					 					 It's not the right stage to put differential premium on banks: Finance Secy					 ",Finance minister had announced hiking the deposit insurance limit to Rs 5 lakh for each bank depositor,https://www.business-standard.com/article/finance/it-s-not-the-right-stage-to-put-differential-premium-on-banks-finance-secy-120020200841_1.html
70,2020-02-03,"
					 					 Affirmative action in US politics					 ",Book review of THE AFFIRMATIVE ACTION PUZZLE: A Living History From Reconstruction to Today,https://www.business-standard.com/article/beyond-business/affirmative-action-in-us-politics-120020200832_1.html
71,2020-02-03,"
					 					 Increase SIPs if markets fall					 ","Though boring, these instruments work well if there is a broad bear market",https://www.business-standard.com/article/opinion/increase-sips-if-markets-fall-120020200962_1.html
72,2020-02-03,"
					 					 Nehru and Sardar					 ",A new book more or less confirms something about which there has been a lot of speculation: Nehru did not intend to make Sardar Patel a member of his first Cabinet,https://www.business-standard.com/article/opinion/nehru-and-sardar-120020200876_1.html
73,2020-02-03,"
					 					 RBI's pause and no change in stance may continue					 ","A rate cut or even a hike can happen, if at all, in the second half of the next financial year",https://www.business-standard.com/article/opinion/rbi-s-pause-and-no-change-in-stance-may-continue-120020200869_1.html
74,2020-02-03,"
					 					 Prashant Kishor to manage DMK's strategy for 2021 Tamil Nadu polls					 ","Kishor had managed the election campaigns of PM Modi in 2014, Bihar CM in 2015, and Punjab CM in 2017.",https://www.business-standard.com/article/opinion/prashant-kishor-to-manage-dmk-s-strategy-for-2021-tamil-nadu-polls-120020200866_1.html
75,2020-02-03,"
					 					 Union Budget 2020: Protection, evasion prime concerns					 ","To achieve higher export credit disbursement, a new scheme, NIRVIK, is being launched",https://www.business-standard.com/article/opinion/union-budget-2020-protection-evasion-prime-concerns-120020200865_1.html
76,2020-02-03,"
					 					 Letter to BS: FM aimed to simplify tax rules, but achieved the opposite					 ","With such a simplified tax, compliance and administration will become much easier.",https://www.business-standard.com/article/opinion/letter-to-bs-fm-aimed-to-simplify-tax-rules-but-achieved-the-opposite-120020200849_1.html
77,2020-02-03,"
					 					 Letter to BS: FM Sitharaman's projection for Budget 2020 'unrealistic'					 ",The marginal increase in defence outlay is disappointing considering the need to maintain a lean and mean army in a state of perpetual readiness.,https://www.business-standard.com/article/opinion/letter-to-bs-fm-sitharaman-s-projection-for-budget-2020-unrealistic-120020200842_1.html
78,2020-02-03,"
					 					 Letter to BS: Budget 2020 missed a golden opportunity to boost economy					 ",It was widely expected that the Budget would be dynamic and lead to demand and investment revival,https://www.business-standard.com/article/opinion/letter-to-bs-budget-2020-missed-a-golden-opportunity-to-boost-economy-120020200840_1.html
79,2020-02-03,"
					 					 Risks of revised estimates					 ",How a potential fiscal deficit of 4.65% of GDP was brought down in the 2019-20 revised estimates,https://www.business-standard.com/article/opinion/risks-of-revised-estimates-120020200827_1.html
80,2020-02-03,"
					 					 Blaming the Budget? Blame your beliefs					 ","Budget was a disappointment for the market but why despite six previous flop shows, the business community had fervid belief that the seventh time would be any different?",https://www.business-standard.com/article/opinion/blaming-the-budget-blame-your-beliefs-120020200826_1.html
81,2020-02-03,"
					 					 Crowding out and opening up					 ","Tied spending, revenue crunch mean the finance minister did the best she could on financing the deficit",https://www.business-standard.com/article/opinion/crowding-out-and-opening-up-120020200813_1.html
82,2020-02-03,"
					 					 Disinvestment dynamics					 ",Listing LIC will be a big challenge for the govt,https://www.business-standard.com/article/opinion/disinvestment-dynamics-120020200800_1.html
83,2020-02-03,"
					 					 Glide path for direct tax					 ","Exemption-free option a good move, but clarity needed",https://www.business-standard.com/article/opinion/glide-path-for-direct-tax-120020200790_1.html
84,2020-02-03,"
					 					 Budget: FM has decided to place her bets on putting up a defendable score					 ",The most striking aspect of this budget is that it addresses a vast array of subjects,https://www.business-standard.com/article/opinion/budget-fm-has-decided-to-place-her-bets-on-putting-up-a-defendable-score-120020200549_1.html
85,2020-02-03,"
					 					 Budget day trading: IT resilience continues as stocks gain over 1%					 ",The other factor which aided gains in IT stocks was the "defensive" nature of the sector.,https://www.business-standard.com/article/markets/budget-day-trading-it-resilience-continues-as-stocks-gain-over-1-120020200956_1.html
86,2020-02-03,"
					 					 Sitharaman's Budget 2020: Investor support may not sustain for IDBI Bank					 ",The bank is expected to come out of the Reserve Bank of India's prompt corrective action (PCA) framework by March 2020,https://www.business-standard.com/article/markets/sitharaman-s-budget-2020-investor-support-may-not-sustain-for-idbi-bank-120020200938_1.html
87,2020-02-03,"
					 					 Budget proposals change the narrative for private life insurance firms					 ","As nearly 30-40% of premium inflow draws support from tax incentives, private insurers stare at weak earnings growth in FY21",https://www.business-standard.com/article/markets/budget-proposals-change-the-narrative-for-private-life-insurance-firms-120020200924_1.html
88,2020-02-03,"
					 					 Nirmala Sitharaman's Budget 2020: What it means for the social sector					 ",Expectations remain high but fiscal constraints could lead to the emergence of implementation challenges in many of the schemes during the year,https://www.business-standard.com/budget/article/nirmala-sitharaman-s-budget-2020-what-it-means-for-the-social-sector-120020300040_1.html
89,2020-02-03,"
					 					 Nirmala Sitharaman's Budget proposals to stimulate economic growth					 ","The tax proposals are aimed at stimulating growth, simplifying tax structure, bringing ease of compliance and reducing litigation",https://www.business-standard.com/budget/article/nirmala-sitharaman-s-budget-proposals-to-stimulate-economic-growth-120020300030_1.html
90,2020-02-03,"
					 					 Budget 2020: The focus is on simplifying GST and preventing evasion					 ","The direct tax proposals aim to accelerate economic momentum and ease of living for taxpayers, though the key will lie in smooth administration",https://www.business-standard.com/budget/article/budget-2020-the-focus-is-on-simplifying-gst-and-preventing-evasion-120020300027_1.html
91,2020-02-03,"
					 					 Budget a lost opportunity to revive growth: UTI AMC's Vetri Subramaniam					 ",'Markets and the economy are never utter perfect equilibrium.',https://www.business-standard.com/budget/article/budget-a-lost-opportunity-to-revive-growth-uti-amc-s-vetri-subramaniam-120020300025_1.html
92,2020-02-03,"
					 					 Budget 2020: 10% GDP growth a conservative estimate, says Atanu Chakraborty					 ","With a conservative lens, these are the numbers that looked plausible, Chakraborty said",https://www.business-standard.com/budget/article/budget-2020-10-gdp-growth-a-conservative-estimate-says-atanu-chakraborty-120020300024_1.html
93,2020-02-03,"
					 					 Growth triggers still missing in Nirmala Sitharaman's second Budget					 ","Companies which stand to gain the most are rural focused players, gas utilities, building material makers and logistics firms.",https://www.business-standard.com/budget/article/growth-triggers-still-missing-in-nirmala-sitharaman-s-second-budget-120020300022_1.html
94,2020-02-03,"
					 					 Budget: Those taking I-T exemptions will gain if they shift, says AB Pandey					 ","The new regime is simple, one has to see the exemptions one was taking earlier and compare the new tax rates without those exemptions, the Revenue Secretary said",https://www.business-standard.com/budget/article/budget-those-taking-i-t-exemptions-will-gain-if-they-shift-says-ab-pandey-120020300021_1.html
95,2020-02-03,"
					 					 Budget 2020 impact: Bearish trend likely to stay down in stock market					 ","With the exception of IT, every sectorial index at the NSE is in a downturn",https://www.business-standard.com/budget/article/budget-2020-impact-bearish-trend-likely-to-stay-down-in-stock-market-120020300013_1.html
96,2020-02-03,"
					 					 Budget 2020: Need for an independent council to mediate with taxpayers					 ",It is important to introduce an efficient dispute resolution mechanism to ease the pain of an overburdened dispute resolution machinery,https://www.business-standard.com/budget/article/budget-2020-need-for-an-independent-council-to-mediate-with-taxpayers-120020300012_1.html
97,2020-02-03,"
					 					 Taxpayer vs tax dept: Both sides need to make efforts to reduce litigation					 ","There is a tendency of the taxpayer, as well as the tax administrators, to continue with litigation because neither side wants to give up",https://www.business-standard.com/budget/article/taxpayer-vs-tax-dept-both-sides-need-to-make-efforts-to-reduce-litigation-120020300010_1.html
98,2020-02-03,"
					 					 Union Budget 2020: Cinderella treatment once again for judiciary					 ","While others have lobbyists, this is one arm of the state which is left to fend for itself",https://www.business-standard.com/budget/article/union-budget-2020-cinderella-treatment-once-again-for-judiciary-120020300004_1.html
